=== SIGNAL-ONLY TRACE: ACCUMULATION ===

============================================================================================================================================
 ACCOUNT: Islam
============================================================================================================================================
Gap #001 | CurLen: 146 | Prev1:  82 | Prev2:   0 | Bets: 53 | Result: LATE HIT
    T+28 | SEQ: 79044 | POS: 94 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+29 | SEQ: 79045 | POS: 95 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 79046 | POS: 96 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+31 | SEQ: 79047 | POS: 97 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+32 | SEQ: 79048 | POS: 98 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+33 | SEQ: 79049 | POS: 99 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+34 | SEQ: 79050 | POS:100 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+35 | SEQ: 79051 | POS:101 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+36 | SEQ: 79052 | POS:102 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 79053 | POS:103 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+38 | SEQ: 79054 | POS:104 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+39 | SEQ: 79055 | POS:105 | [V5_EARLY_S  ] | [attack  |attack  |coin    ]
    T+40 | SEQ: 79056 | POS:106 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+41 | SEQ: 79057 | POS:107 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+42 | SEQ: 79058 | POS:108 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #111 | CurLen: 126 | Prev1: 173 | Prev2:  55 | Bets: 40 | Result: MISSED (NAT DUP)
    T-16 | SEQ: 79343 | POS: 57 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-15 | SEQ: 79344 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-14 | SEQ: 79345 | POS: 59 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-13 | SEQ: 79346 | POS: 60 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-12 | SEQ: 79347 | POS: 61 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-11 | SEQ: 79348 | POS: 62 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T-10 | SEQ: 79349 | POS: 63 | [V5_EARLY_S  ] | [attack  |attack  |coin    ]
    T-09 | SEQ: 79350 | POS: 64 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 79351 | POS: 65 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-07 | SEQ: 79352 | POS: 66 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-06 | SEQ: 79353 | POS: 67 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-05 | SEQ: 79354 | POS: 68 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 79355 | POS: 69 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-03 | SEQ: 79356 | POS: 70 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-02 | SEQ: 79357 | POS: 71 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 79358 | POS: 72 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 79359 | POS: 73 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 79360 | POS: 74 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+02 | SEQ: 79361 | POS: 75 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 79362 | POS: 76 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+04 | SEQ: 79363 | POS: 77 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+05 | SEQ: 79364 | POS: 78 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+06 | SEQ: 79365 | POS: 79 | [V5_EARLY_S  ] | [coin    |steal   |steal   ] <--- *SUB-DUP*
    T+07 | SEQ: 79366 | POS: 80 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 79367 | POS: 81 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+09 | SEQ: 79368 | POS: 82 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 79369 | POS: 83 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+11 | SEQ: 79370 | POS: 84 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+12 | SEQ: 79371 | POS: 85 | [V5_EARLY_S  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+13 | SEQ: 79372 | POS: 86 | [V5_EARLY_S  ] | [attack  |shield  |goldSack]
    T+14 | SEQ: 79373 | POS: 87 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T+15 | SEQ: 79374 | POS: 88 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+16 | SEQ: 79375 | POS: 89 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+17 | SEQ: 79376 | POS: 90 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+18 | SEQ: 79377 | POS: 91 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T+19 | SEQ: 79378 | POS: 92 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+20 | SEQ: 79379 | POS: 93 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+21 | SEQ: 79380 | POS: 94 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+22 | SEQ: 79381 | POS: 95 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+23 | SEQ: 79382 | POS: 96 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+24 | SEQ: 79383 | POS: 97 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+25 | SEQ: 79384 | POS: 98 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 79385 | POS: 99 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+27 | SEQ: 79386 | POS:100 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T+28 | SEQ: 79387 | POS:101 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+29 | SEQ: 79388 | POS:102 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 79389 | POS:103 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T+31 | SEQ: 79390 | POS:104 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+32 | SEQ: 79391 | POS:105 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+33 | SEQ: 79392 | POS:106 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+34 | SEQ: 79393 | POS:107 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+35 | SEQ: 79394 | POS:108 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+36 | SEQ: 79395 | POS:109 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+37 | SEQ: 79396 | POS:110 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+38 | SEQ: 79397 | POS:111 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+39 | SEQ: 79398 | POS:112 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+40 | SEQ: 79399 | POS:113 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+41 | SEQ: 79400 | POS:114 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+42 | SEQ: 79401 | POS:115 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+43 | SEQ: 79402 | POS:116 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+44 | SEQ: 79403 | POS:117 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+45 | SEQ: 79404 | POS:118 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+46 | SEQ: 79405 | POS:119 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+47 | SEQ: 79406 | POS:120 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+48 | SEQ: 79407 | POS:121 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+49 | SEQ: 79408 | POS:122 | [   WAITING  ] | [coin    |shield  |shield  ]
    T+50 | SEQ: 79409 | POS:123 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+51 | SEQ: 79410 | POS:124 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+52 | SEQ: 79411 | POS:125 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+53 | SEQ: 79412 | POS:126 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #112 | CurLen:  77 | Prev1: 126 | Prev2: 173 | Bets: 18 | Result: LATE HIT
    T-09 | SEQ: 79469 | POS: 57 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 79470 | POS: 58 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-07 | SEQ: 79471 | POS: 59 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-06 | SEQ: 79472 | POS: 60 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T-05 | SEQ: 79473 | POS: 61 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-04 | SEQ: 79474 | POS: 62 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 79475 | POS: 63 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 79476 | POS: 64 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T-01 | SEQ: 79477 | POS: 65 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+00 | SEQ: 79478 | POS: 66 | [V5_EARLY_S  ] | [accumula|accumula|coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 79479 | POS: 67 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T+02 | SEQ: 79480 | POS: 68 | [V5_EARLY_S  ] | [attack  |attack  |coin    ]
    T+03 | SEQ: 79481 | POS: 69 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+04 | SEQ: 79482 | POS: 70 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 79483 | POS: 71 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+06 | SEQ: 79484 | POS: 72 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 79485 | POS: 73 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 79486 | POS: 74 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 79487 | POS: 75 | [V5_EARLY_S  ] | [attack  |attack  |coin    ]
    T+10 | SEQ: 79488 | POS: 76 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+11 | SEQ: 79489 | POS: 77 | [V5_EARLY_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #114 | CurLen: 280 | Prev1: 137 | Prev2:  77 | Bets: 167 | Result: LATE HIT
    T-37 | SEQ: 79683 | POS: 57 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-36 | SEQ: 79684 | POS: 58 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-35 | SEQ: 79685 | POS: 59 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-34 | SEQ: 79686 | POS: 60 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-33 | SEQ: 79687 | POS: 61 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-32 | SEQ: 79688 | POS: 62 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-31 | SEQ: 79689 | POS: 63 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-30 | SEQ: 79690 | POS: 64 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-29 | SEQ: 79691 | POS: 65 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-28 | SEQ: 79692 | POS: 66 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-27 | SEQ: 79693 | POS: 67 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-26 | SEQ: 79694 | POS: 68 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-25 | SEQ: 79695 | POS: 69 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-24 | SEQ: 79696 | POS: 70 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-23 | SEQ: 79697 | POS: 71 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-22 | SEQ: 79698 | POS: 72 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-21 | SEQ: 79699 | POS: 73 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-20 | SEQ: 79700 | POS: 74 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-19 | SEQ: 79701 | POS: 75 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-18 | SEQ: 79702 | POS: 76 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T-17 | SEQ: 79703 | POS: 77 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-16 | SEQ: 79704 | POS: 78 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T-15 | SEQ: 79705 | POS: 79 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-14 | SEQ: 79706 | POS: 80 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-13 | SEQ: 79707 | POS: 81 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-12 | SEQ: 79708 | POS: 82 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-11 | SEQ: 79709 | POS: 83 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-10 | SEQ: 79710 | POS: 84 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T-09 | SEQ: 79711 | POS: 85 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-08 | SEQ: 79712 | POS: 86 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T-07 | SEQ: 79713 | POS: 87 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T-06 | SEQ: 79714 | POS: 88 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-05 | SEQ: 79715 | POS: 89 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 79716 | POS: 90 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 79717 | POS: 91 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-02 | SEQ: 79718 | POS: 92 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 79719 | POS: 93 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 79720 | POS: 94 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 79721 | POS: 95 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+02 | SEQ: 79722 | POS: 96 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+03 | SEQ: 79723 | POS: 97 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 79724 | POS: 98 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T+05 | SEQ: 79725 | POS: 99 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 79726 | POS:100 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 79727 | POS:101 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+08 | SEQ: 79728 | POS:102 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+09 | SEQ: 79729 | POS:103 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+10 | SEQ: 79730 | POS:104 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 79731 | POS:105 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T+12 | SEQ: 79732 | POS:106 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+13 | SEQ: 79733 | POS:107 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+14 | SEQ: 79734 | POS:108 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+15 | SEQ: 79735 | POS:109 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+16 | SEQ: 79736 | POS:110 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+17 | SEQ: 79737 | POS:111 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+18 | SEQ: 79738 | POS:112 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+19 | SEQ: 79739 | POS:113 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+20 | SEQ: 79740 | POS:114 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+21 | SEQ: 79741 | POS:115 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+22 | SEQ: 79742 | POS:116 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+23 | SEQ: 79743 | POS:117 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+24 | SEQ: 79744 | POS:118 | [R01_COMBO   ] | [accumula|accumula|coin    ] <--- *SUB-DUP*
    T+25 | SEQ: 79745 | POS:119 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 79746 | POS:120 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+27 | SEQ: 79747 | POS:121 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+28 | SEQ: 79748 | POS:122 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+29 | SEQ: 79749 | POS:123 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+30 | SEQ: 79750 | POS:124 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+31 | SEQ: 79751 | POS:125 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+32 | SEQ: 79752 | POS:126 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+33 | SEQ: 79753 | POS:127 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+34 | SEQ: 79754 | POS:128 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+35 | SEQ: 79755 | POS:129 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+36 | SEQ: 79756 | POS:130 | [R06_SML_L   ] | [attack  |spins   |goldSack]
    T+37 | SEQ: 79757 | POS:131 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+38 | SEQ: 79758 | POS:132 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+39 | SEQ: 79759 | POS:133 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+40 | SEQ: 79760 | POS:134 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+41 | SEQ: 79761 | POS:135 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+42 | SEQ: 79762 | POS:136 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+43 | SEQ: 79763 | POS:137 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+44 | SEQ: 79764 | POS:138 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+45 | SEQ: 79765 | POS:139 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+46 | SEQ: 79766 | POS:140 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+47 | SEQ: 79767 | POS:141 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+48 | SEQ: 79768 | POS:142 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+49 | SEQ: 79769 | POS:143 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+50 | SEQ: 79770 | POS:144 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+51 | SEQ: 79771 | POS:145 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+52 | SEQ: 79772 | POS:146 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+53 | SEQ: 79773 | POS:147 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+54 | SEQ: 79774 | POS:148 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+55 | SEQ: 79775 | POS:149 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+56 | SEQ: 79776 | POS:150 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+57 | SEQ: 79777 | POS:151 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+58 | SEQ: 79778 | POS:152 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+59 | SEQ: 79779 | POS:153 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+60 | SEQ: 79780 | POS:154 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+61 | SEQ: 79781 | POS:155 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+62 | SEQ: 79782 | POS:156 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+63 | SEQ: 79783 | POS:157 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+64 | SEQ: 79784 | POS:158 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+65 | SEQ: 79785 | POS:159 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+66 | SEQ: 79786 | POS:160 | [DEEP_PITY   ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+67 | SEQ: 79787 | POS:161 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+68 | SEQ: 79788 | POS:162 | [DEEP_PITY   ] | [attack  |coin    |coin    ]
    T+69 | SEQ: 79789 | POS:163 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+70 | SEQ: 79790 | POS:164 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+71 | SEQ: 79791 | POS:165 | [DEEP_PITY   ] | [attack  |attack  |goldSack]
    T+72 | SEQ: 79792 | POS:166 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+73 | SEQ: 79793 | POS:167 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+74 | SEQ: 79794 | POS:168 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+75 | SEQ: 79795 | POS:169 | [DEEP_PITY   ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+76 | SEQ: 79796 | POS:170 | [DEEP_PITY   ] | [attack  |coin    |coin    ]
    T+77 | SEQ: 79797 | POS:171 | [DEEP_PITY   ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+78 | SEQ: 79798 | POS:172 | [DEEP_PITY   ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+79 | SEQ: 79799 | POS:173 | [DEEP_PITY   ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+80 | SEQ: 79800 | POS:174 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+81 | SEQ: 79801 | POS:175 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+82 | SEQ: 79802 | POS:176 | [V5_QUIET    ] | [goldSack|goldSack|goldSack]
    T+83 | SEQ: 79803 | POS:177 | [V5_QUIET    ] | [coin    |spins   |spins   ]
    T+84 | SEQ: 79804 | POS:178 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+85 | SEQ: 79805 | POS:179 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+86 | SEQ: 79806 | POS:180 | [V5_QUIET    ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+87 | SEQ: 79807 | POS:181 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+88 | SEQ: 79808 | POS:182 | [V5_QUIET    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+89 | SEQ: 79809 | POS:183 | [V5_QUIET    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+90 | SEQ: 79810 | POS:184 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+91 | SEQ: 79811 | POS:185 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+92 | SEQ: 79812 | POS:186 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+93 | SEQ: 79813 | POS:187 | [DEEP_PITY   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+94 | SEQ: 79814 | POS:188 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T+95 | SEQ: 79815 | POS:189 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+96 | SEQ: 79816 | POS:190 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+97 | SEQ: 79817 | POS:191 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+98 | SEQ: 79818 | POS:192 | [DEEP_PITY   ] | [attack  |attack  |goldSack]
    T+99 | SEQ: 79819 | POS:193 | [DEEP_PITY   ] | [attack  |attack  |goldSack] <--- *SUB-DUP*
    T+100 | SEQ: 79820 | POS:194 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+101 | SEQ: 79821 | POS:195 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+102 | SEQ: 79822 | POS:196 | [DEEP_PITY   ] | [attack  |coin    |steal   ]
    T+103 | SEQ: 79823 | POS:197 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+104 | SEQ: 79824 | POS:198 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+105 | SEQ: 79825 | POS:199 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack] <--- *SUB-DUP*
    T+106 | SEQ: 79826 | POS:200 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+107 | SEQ: 79827 | POS:201 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+108 | SEQ: 79828 | POS:202 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+109 | SEQ: 79829 | POS:203 | [DEEP_PITY   ] | [attack  |attack  |goldSack]
    T+110 | SEQ: 79830 | POS:204 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+111 | SEQ: 79831 | POS:205 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+112 | SEQ: 79832 | POS:206 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+113 | SEQ: 79833 | POS:207 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+114 | SEQ: 79834 | POS:208 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+115 | SEQ: 79835 | POS:209 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
