=== HIGH CATCH PUSH TRACE: AHMED ===

========================================================================================================================
 TARGET: ACCUMULATION
========================================================================================================================

E0 | Gap #004 | Len:  55 | Result: MISSED
    T+40 | SEQ: 46615 | POS: 41 | [WAITING] | [steal   |spins   |goldSack]
E0 | Gap #071 | Len:  54 | Result: MISSED
    T+39 | SEQ: 53348 | POS: 40 | [WAITING] | [goldSack|goldSack|goldSack] (REEL DUP!)
    T+40 | SEQ: 53349 | POS: 41 | [WAITING] | [coin    |coin    |steal   ]
    T+41 | SEQ: 53350 | POS: 42 | [WAITING] | [accumula|goldSack|goldSack]
    T+42 | SEQ: 53351 | POS: 43 | [WAITING] | [attack  |coin    |steal   ]
    T+43 | SEQ: 53352 | POS: 44 | [WAITING] | [accumula|goldSack|goldSack]
    T+44 | SEQ: 53353 | POS: 45 | [WAITING] | [coin    |coin    |spins   ]
    T+45 | SEQ: 53354 | POS: 46 | [WAITING] | [coin    |steal   |shield  ]
    T+46 | SEQ: 53355 | POS: 47 | [WAITING] | [attack  |spins   |goldSack]
    T+47 | SEQ: 53356 | POS: 48 | [WAITING] | [attack  |spins   |goldSack] (REEL DUP!)
    T+48 | SEQ: 53357 | POS: 49 | [WAITING] | [attack  |steal   |goldSack]
    T+49 | SEQ: 53358 | POS: 50 | [WAITING] | [coin    |steal   |steal   ]
    T+50 | SEQ: 53359 | POS: 51 | [WAITING] | [accumula|goldSack|goldSack]
    T+51 | SEQ: 53360 | POS: 52 | [WAITING] | [coin    |coin    |spins   ]
    T+52 | SEQ: 53361 | POS: 53 | [WAITING] | [accumula|goldSack|goldSack]
    T+53 | SEQ: 53362 | POS: 54 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #072 | Len: 139 | Result: FAIL
    T-05 | SEQ: 53466 | POS:104 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 53467 | POS:105 | [BASE_100    ] | [steal   |spins   |goldSack]
    T-03 | SEQ: 53468 | POS:106 | [BASE_100    ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 53469 | POS:107 | [BASE_100    ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 53470 | POS:108 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 53471 | POS:109 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 53472 | POS:110 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 53473 | POS:111 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 53474 | POS:112 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 53475 | POS:113 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 53476 | POS:114 | [BASE_100    ] | [coin    |shield  |shield  ] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 53477 | POS:115 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+07 | SEQ: 53478 | POS:116 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+08 | SEQ: 53479 | POS:117 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+09 | SEQ: 53480 | POS:118 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 53481 | POS:119 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 53482 | POS:120 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 53483 | POS:121 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 53484 | POS:122 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 53485 | POS:123 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+15 | SEQ: 53486 | POS:124 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+16 | SEQ: 53487 | POS:125 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+17 | SEQ: 53488 | POS:126 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+18 | SEQ: 53489 | POS:127 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 53490 | POS:128 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 53491 | POS:129 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 53492 | POS:130 | [BASE_100    ] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 53493 | POS:131 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 53494 | POS:132 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 53495 | POS:133 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+25 | SEQ: 53496 | POS:134 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+26 | SEQ: 53497 | POS:135 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 53498 | POS:136 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+28 | SEQ: 53499 | POS:137 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+29 | SEQ: 53500 | POS:138 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+30 | SEQ: 53501 | POS:139 | [BASE_100    ] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #073 | Len:  79 | Result: MISSED
    T+64 | SEQ: 53566 | POS: 65 | [WAITING] | [accumula|accumula|coin    ]
    T+65 | SEQ: 53567 | POS: 66 | [WAITING] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+66 | SEQ: 53568 | POS: 67 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+67 | SEQ: 53569 | POS: 68 | [WAITING] | [attack  |coin    |coin    ]
    T+68 | SEQ: 53570 | POS: 69 | [WAITING] | [steal   |spins   |goldSack]
    T+69 | SEQ: 53571 | POS: 70 | [WAITING] | [attack  |coin    |shield  ]
    T+70 | SEQ: 53572 | POS: 71 | [WAITING] | [coin    |coin    |coin    ]
    T+71 | SEQ: 53573 | POS: 72 | [WAITING] | [accumula|accumula|coin    ]
    T+72 | SEQ: 53574 | POS: 73 | [WAITING] | [accumula|accumula|coin    ] (REEL DUP!)
    T+73 | SEQ: 53575 | POS: 74 | [WAITING] | [accumula|goldSack|goldSack]
    T+74 | SEQ: 53576 | POS: 75 | [WAITING] | [attack  |coin    |shield  ]
    T+75 | SEQ: 53577 | POS: 76 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+76 | SEQ: 53578 | POS: 77 | [WAITING] | [steal   |spins   |goldSack]
    T+77 | SEQ: 53579 | POS: 78 | [WAITING] | [coin    |shield  |shield  ]
    T+78 | SEQ: 53580 | POS: 79 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #074 | Len: 123 | Result: FAIL
    T-05 | SEQ: 53681 | POS:101 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 53682 | POS:102 | [BASE_100    ] | [coin    |shield  |shield  ]
    T-03 | SEQ: 53683 | POS:103 | [BASE_100    ] | [coin    |spins   |spins   ]
    T-02 | SEQ: 53684 | POS:104 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 53685 | POS:105 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 53686 | POS:106 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 53687 | POS:107 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+02 | SEQ: 53688 | POS:108 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 53689 | POS:109 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+04 | SEQ: 53690 | POS:110 | [BASE_100    ] | [attack  |attack  |coin    ]
    T+05 | SEQ: 53691 | POS:111 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+06 | SEQ: 53692 | POS:112 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 53693 | POS:113 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 53694 | POS:114 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 53695 | POS:115 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 53696 | POS:116 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 53697 | POS:117 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 53698 | POS:118 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+13 | SEQ: 53699 | POS:119 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS] (CD)
    T+14 | SEQ: 53700 | POS:120 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 53701 | POS:121 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T+16 | SEQ: 53702 | POS:122 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+17 | SEQ: 53703 | POS:123 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #075 | Len: 120 | Result: FAIL
    T-05 | SEQ: 53799 | POS: 96 | [WAITING] | [coin    |steal   |spins   ]
    T-04 | SEQ: 53800 | POS: 97 | [WAITING] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 53801 | POS: 98 | [WAITING] | [coin    |coin    |coin    ]
    T-02 | SEQ: 53802 | POS: 99 | [WAITING] | [attack  |attack  |goldSack]
    T-01 | SEQ: 53803 | POS:100 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 53804 | POS:101 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 53805 | POS:102 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+02 | SEQ: 53806 | POS:103 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 53807 | POS:104 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 53808 | POS:105 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+05 | SEQ: 53809 | POS:106 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+06 | SEQ: 53810 | POS:107 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 53811 | POS:108 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+08 | SEQ: 53812 | POS:109 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 53813 | POS:110 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+10 | SEQ: 53814 | POS:111 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 53815 | POS:112 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 53816 | POS:113 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 53817 | POS:114 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 53818 | POS:115 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 53819 | POS:116 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 53820 | POS:117 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 53821 | POS:118 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 53822 | POS:119 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 53823 | POS:120 | [BASE_100    ] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #076 | Len:  30 | Result: MISSED
    T+15 | SEQ: 53839 | POS: 16 | [WAITING] | [attack  |coin    |coin    ]
    T+16 | SEQ: 53840 | POS: 17 | [WAITING] | [coin    |steal   |steal   ]
    T+17 | SEQ: 53841 | POS: 18 | [WAITING] | [attack  |spins   |goldSack]
    T+18 | SEQ: 53842 | POS: 19 | [WAITING] | [accumula|goldSack|goldSack]
    T+19 | SEQ: 53843 | POS: 20 | [WAITING] | [attack  |shield  |goldSack]
    T+20 | SEQ: 53844 | POS: 21 | [WAITING] | [coin    |spins   |spins   ]
    T+21 | SEQ: 53845 | POS: 22 | [WAITING] | [goldSack|goldSack|goldSack]
    T+22 | SEQ: 53846 | POS: 23 | [WAITING] | [attack  |steal   |goldSack]
    T+23 | SEQ: 53847 | POS: 24 | [WAITING] | [attack  |attack  |goldSack]
    T+24 | SEQ: 53848 | POS: 25 | [WAITING] | [coin    |coin    |coin    ]
    T+25 | SEQ: 53849 | POS: 26 | [WAITING] | [coin    |steal   |spins   ]
    T+26 | SEQ: 53850 | POS: 27 | [WAITING] | [coin    |steal   |spins   ] (REEL DUP!)
    T+27 | SEQ: 53851 | POS: 28 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+28 | SEQ: 53852 | POS: 29 | [WAITING] | [attack  |attack  |coin    ]
    T+29 | SEQ: 53853 | POS: 30 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #077 | Len:  22 | Result: MISSED
    T+07 | SEQ: 53988 | POS:  6 | [WAITING] | [coin    |coin    |coin    ]
    T+08 | SEQ: 53989 | POS:  7 | [WAITING] | [attack  |coin    |shield  ]
    T+09 | SEQ: 53990 | POS:  8 | [WAITING] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 53991 | POS:  9 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+11 | SEQ: 53992 | POS: 10 | [WAITING] | [coin    |shield  |shield  ]
    T+12 | SEQ: 53993 | POS: 11 | [WAITING] | [goldSack|goldSack|goldSack]
    T+13 | SEQ: 53994 | POS: 12 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+14 | SEQ: 53995 | POS: 13 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+15 | SEQ: 53996 | POS: 14 | [WAITING] | [goldSack|goldSack|goldSack]
    T+16 | SEQ: 53997 | POS: 15 | [WAITING] | [attack  |coin    |coin    ]
    T+17 | SEQ: 53998 | POS: 16 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+18 | SEQ: 53999 | POS: 17 | [WAITING] | [attack  |coin    |shield  ]
    T+19 | SEQ: 54000 | POS: 18 | [WAITING] | [attack  |steal   |goldSack]
    T+20 | SEQ: 54001 | POS: 19 | [WAITING] | [attack  |steal   |goldSack] (REEL DUP!)
    T+21 | SEQ: 54002 | POS: 20 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #078 | Len: 134 | Result: FAIL
    T-05 | SEQ: 54118 | POS:116 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T-04 | SEQ: 54119 | POS:117 | [BASE_100    ] | [coin    |coin    |spins   ]
    T-03 | SEQ: 54120 | POS:118 | [BASE_100    ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 54121 | POS:119 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T-01 | SEQ: 54122 | POS:120 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+00 | SEQ: 54123 | POS:121 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 54124 | POS:122 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 54125 | POS:123 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 54126 | POS:124 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+04 | SEQ: 54127 | POS:125 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 54128 | POS:126 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 54129 | POS:127 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 54130 | POS:128 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+08 | SEQ: 54131 | POS:129 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 54132 | POS:130 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+10 | SEQ: 54133 | POS:131 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+11 | SEQ: 54134 | POS:132 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 54135 | POS:133 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 54136 | POS:134 | [BASE_100    ] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #079 | Len: 124 | Result: CATCH
    T-05 | SEQ: 54243 | POS:107 | [BASE_100    ] | [attack  |coin    |coin    ]
    T-04 | SEQ: 54244 | POS:108 | [BASE_100    ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 54245 | POS:109 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T-02 | SEQ: 54246 | POS:110 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T-01 | SEQ: 54247 | POS:111 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 54248 | POS:112 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 54249 | POS:113 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 54250 | POS:114 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 54251 | POS:115 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 54252 | POS:116 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 54253 | POS:117 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 54254 | POS:118 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 54255 | POS:119 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 54256 | POS:120 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 54257 | POS:121 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+10 | SEQ: 54258 | POS:122 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+11 | SEQ: 54259 | POS:123 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+12 | SEQ: 54260 | POS:124 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #080 | Len:  78 | Result: FAIL
    T-05 | SEQ: 54293 | POS: 33 | [PRED] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T-04 | SEQ: 54294 | POS: 34 | [PRED] | [coin    |coin    |steal   ]
    T-03 | SEQ: 54295 | POS: 35 | [PRED] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 54296 | POS: 36 | [PRED] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T-01 | SEQ: 54297 | POS: 37 | [PRED] | [attack  |spins   |goldSack]
    T+00 | SEQ: 54298 | POS: 38 | [PRED] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 54299 | POS: 39 | [PRED] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 54300 | POS: 40 | [PRED] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+03 | SEQ: 54301 | POS: 41 | [PRED] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 54302 | POS: 42 | [PRED] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+05 | SEQ: 54303 | POS: 43 | [PRED] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 54304 | POS: 44 | [PRED] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+07 | SEQ: 54305 | POS: 45 | [PRED] | [attack  |spins   |goldSack]
    T+08 | SEQ: 54306 | POS: 46 | [PRED] | [attack  |coin    |steal   ]
    T+09 | SEQ: 54307 | POS: 47 | [PRED] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+10 | SEQ: 54308 | POS: 48 | [PRED] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 54309 | POS: 49 | [PRED] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 54310 | POS: 50 | [PRED] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+13 | SEQ: 54311 | POS: 51 | [PRED] | [coin    |spins   |spins   ]
    T+14 | SEQ: 54312 | POS: 52 | [PRED] | [accumula|goldSack|goldSack]
    T+15 | SEQ: 54313 | POS: 53 | [PRED] | [coin    |coin    |steal   ]
    T+16 | SEQ: 54314 | POS: 54 | [PRED] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+17 | SEQ: 54315 | POS: 55 | [PRED] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 54316 | POS: 56 | [PRED] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 54317 | POS: 57 | [PRED] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 54318 | POS: 58 | [PRED] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 54319 | POS: 59 | [PRED] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 54320 | POS: 60 | [PRED] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 54321 | POS: 61 | [PRED] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+24 | SEQ: 54322 | POS: 62 | [PRED] | [coin    |coin    |steal   ]
    T+25 | SEQ: 54323 | POS: 63 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+26 | SEQ: 54324 | POS: 64 | [WAITING] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 54325 | POS: 65 | [WAITING] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+28 | SEQ: 54326 | POS: 66 | [WAITING] | [spins   |spins   |spins   ] <--- MINOR [SPINS] (CD)
    T+29 | SEQ: 54327 | POS: 67 | [WAITING] | [goldSack|goldSack|goldSack]
    T+30 | SEQ: 54328 | POS: 68 | [WAITING] | [attack  |spins   |goldSack]
    T+31 | SEQ: 54329 | POS: 69 | [WAITING] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 54330 | POS: 70 | [WAITING] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+33 | SEQ: 54331 | POS: 71 | [WAITING] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+34 | SEQ: 54332 | POS: 72 | [WAITING] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+35 | SEQ: 54333 | POS: 73 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+36 | SEQ: 54334 | POS: 74 | [WAITING] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 54335 | POS: 75 | [WAITING] | [attack  |shield  |goldSack]
    T+38 | SEQ: 54336 | POS: 76 | [WAITING] | [coin    |shield  |shield  ]
    T+39 | SEQ: 54337 | POS: 77 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- [ HIGH BET $$$ ]
