=== MASTER TRACE: AHMED ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #003 | CurLen:  11 | Prev1:  29 | Prev2: 132 | Result: MISSED (NAT DUP)
    T-03 | SEQ: 46564 | POS:  1 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+00 | SEQ: 56037 | POS: 94 | [   WAITING  ] | [accumula|accumula|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 56038 | POS: 95 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+02 | SEQ: 56039 | POS: 96 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+03 | SEQ: 56040 | POS: 97 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+04 | SEQ: 56041 | POS: 98 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+05 | SEQ: 56042 | POS: 99 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 56043 | POS:100 | [   WAITING  ] | [accumula|accumula|attack  ]
    T+07 | SEQ: 56044 | POS:101 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+08 | SEQ: 56045 | POS:102 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 56046 | POS:103 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #097 | CurLen: 163 | Prev1: 103 | Prev2:  97 | Result: LATE HIT
    T-16 | SEQ: 56153 | POS:107 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-15 | SEQ: 56154 | POS:108 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-14 | SEQ: 56155 | POS:109 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-13 | SEQ: 56156 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-12 | SEQ: 56157 | POS:111 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-11 | SEQ: 56158 | POS:112 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T-10 | SEQ: 56159 | POS:113 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-09 | SEQ: 56160 | POS:114 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 56161 | POS:115 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 56162 | POS:116 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-06 | SEQ: 56163 | POS:117 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-05 | SEQ: 56164 | POS:118 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 56165 | POS:119 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-03 | SEQ: 56166 | POS:120 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T-02 | SEQ: 56167 | POS:121 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 56168 | POS:122 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 56169 | POS:123 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 56170 | POS:124 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 56171 | POS:125 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+03 | SEQ: 56172 | POS:126 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 56173 | POS:127 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 56174 | POS:128 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+06 | SEQ: 56175 | POS:129 | [R01_COMBO   ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+07 | SEQ: 56176 | POS:130 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 56177 | POS:131 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+09 | SEQ: 56178 | POS:132 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 56179 | POS:133 | [V5_QUIET    ] | [goldSack|goldSack|goldSack]
    T+11 | SEQ: 56180 | POS:134 | [V5_QUIET    ] | [coin    |steal   |spins   ]
    T+12 | SEQ: 56181 | POS:135 | [V5_QUIET    ] | [attack  |attack  |goldSack]
    T+13 | SEQ: 56182 | POS:136 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 56183 | POS:137 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+15 | SEQ: 56184 | POS:138 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+16 | SEQ: 56185 | POS:139 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+17 | SEQ: 56186 | POS:140 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+18 | SEQ: 56187 | POS:141 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+19 | SEQ: 56188 | POS:142 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+20 | SEQ: 56189 | POS:143 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+21 | SEQ: 56190 | POS:144 | [R01_COMBO   ] | [coin    |steal   |shield  ]
    T+22 | SEQ: 56191 | POS:145 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+23 | SEQ: 56192 | POS:146 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+24 | SEQ: 56193 | POS:147 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+25 | SEQ: 56194 | POS:148 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+26 | SEQ: 56195 | POS:149 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+27 | SEQ: 56196 | POS:150 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 56197 | POS:151 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+29 | SEQ: 56198 | POS:152 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 56199 | POS:153 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+31 | SEQ: 56200 | POS:154 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 56201 | POS:155 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T+33 | SEQ: 56202 | POS:156 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+34 | SEQ: 56203 | POS:157 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+35 | SEQ: 56204 | POS:158 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+36 | SEQ: 56205 | POS:159 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+37 | SEQ: 56206 | POS:160 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+38 | SEQ: 56207 | POS:161 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+39 | SEQ: 56208 | POS:162 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+40 | SEQ: 56209 | POS:163 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #098 | CurLen: 193 | Prev1: 163 | Prev2: 103 | Result: LATE HIT
    T-07 | SEQ: 56333 | POS:124 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-06 | SEQ: 56334 | POS:125 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-05 | SEQ: 56335 | POS:126 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 56336 | POS:127 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-03 | SEQ: 56337 | POS:128 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 56338 | POS:129 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 56339 | POS:130 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 56340 | POS:131 | [R06_SML_L   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 56341 | POS:132 | [R06_SML_L   ] | [accumula|accumula|coin    ]
    T+02 | SEQ: 56342 | POS:133 | [R06_SML_L   ] | [attack  |coin    |shield  ]
    T+03 | SEQ: 56343 | POS:134 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 56344 | POS:135 | [R06_SML_L   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+05 | SEQ: 56345 | POS:136 | [R06_SML_L   ] | [coin    |steal   |spins   ]
    T+06 | SEQ: 56346 | POS:137 | [R06_SML_L   ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 56347 | POS:138 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 56348 | POS:139 | [R06_SML_L   ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 56349 | POS:140 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 56350 | POS:141 | [R06_SML_L   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+11 | SEQ: 56351 | POS:142 | [R06_SML_L   ] | [attack  |steal   |goldSack]
    T+12 | SEQ: 56352 | POS:143 | [R06_SML_L   ] | [coin    |coin    |coin    ]
    T+13 | SEQ: 56353 | POS:144 | [R06_SML_L   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+14 | SEQ: 56354 | POS:145 | [R06_SML_L   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+15 | SEQ: 56355 | POS:146 | [R06_SML_L   ] | [accumula|accumula|coin    ]
    T+16 | SEQ: 56356 | POS:147 | [R06_SML_L   ] | [attack  |coin    |coin    ]
    T+17 | SEQ: 56357 | POS:148 | [R06_SML_L   ] | [steal   |spins   |goldSack]
    T+18 | SEQ: 56358 | POS:149 | [R06_SML_L   ] | [goldSack|goldSack|goldSack]
    T+19 | SEQ: 56359 | POS:150 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 56360 | POS:151 | [V5_SHIELD_L ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+21 | SEQ: 56361 | POS:152 | [V5_SHIELD_L ] | [shield  |goldSack|goldSack]
    T+22 | SEQ: 56362 | POS:153 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+23 | SEQ: 56363 | POS:154 | [V5_SHIELD_L ] | [attack  |attack  |coin    ]
    T+24 | SEQ: 56364 | POS:155 | [V5_SHIELD_L ] | [goldSack|goldSack|goldSack]
    T+25 | SEQ: 56365 | POS:156 | [V5_SHIELD_L ] | [accumula|accumula|coin    ]
    T+26 | SEQ: 56366 | POS:157 | [V5_SHIELD_L ] | [attack  |spins   |goldSack]
    T+27 | SEQ: 56367 | POS:158 | [V5_SHIELD_L ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+28 | SEQ: 56368 | POS:159 | [V5_SHIELD_L ] | [coin    |steal   |steal   ]
    T+29 | SEQ: 56369 | POS:160 | [V5_SHIELD_L ] | [attack  |spins   |goldSack]
    T+30 | SEQ: 56370 | POS:161 | [V5_SHIELD_L ] | [accumula|accumula|attack  ]
    T+31 | SEQ: 56371 | POS:162 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 56372 | POS:163 | [V5_SHIELD_L ] | [attack  |shield  |goldSack]
    T+33 | SEQ: 56373 | POS:164 | [V5_SHIELD_L ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+34 | SEQ: 56374 | POS:165 | [V5_SHIELD_L ] | [accumula|accumula|attack  ]
    T+35 | SEQ: 56375 | POS:166 | [V5_SHIELD_L ] | [coin    |steal   |spins   ]
    T+36 | SEQ: 56376 | POS:167 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 56377 | POS:168 | [V5_SHIELD_L ] | [coin    |steal   |steal   ]
    T+38 | SEQ: 56378 | POS:169 | [V5_SHIELD_L ] | [attack  |steal   |goldSack]
    T+39 | SEQ: 56379 | POS:170 | [V5_SHIELD_L ] | [attack  |coin    |coin    ]
    T+40 | SEQ: 56380 | POS:171 | [V5_SHIELD_L ] | [attack  |attack  |goldSack]
    T+41 | SEQ: 56381 | POS:172 | [V5_SHIELD_L ] | [coin    |steal   |spins   ]
    T+42 | SEQ: 56382 | POS:173 | [V5_SHIELD_L ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+43 | SEQ: 56383 | POS:174 | [V5_SHIELD_L ] | [coin    |steal   |spins   ]
    T+44 | SEQ: 56384 | POS:175 | [V5_SHIELD_L ] | [coin    |coin    |spins   ]
    T+45 | SEQ: 56385 | POS:176 | [V5_SHIELD_L ] | [attack  |steal   |goldSack]
    T+46 | SEQ: 56386 | POS:177 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+47 | SEQ: 56387 | POS:178 | [V5_SHIELD_L ] | [coin    |coin    |coin    ]
    T+48 | SEQ: 56388 | POS:179 | [V5_SHIELD_L ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+49 | SEQ: 56389 | POS:180 | [V5_SHIELD_L ] | [goldSack|goldSack|goldSack]
    T+50 | SEQ: 56390 | POS:181 | [V5_SHIELD_L ] | [coin    |spins   |spins   ]
    T+51 | SEQ: 56391 | POS:182 | [V5_SHIELD_L ] | [coin    |coin    |coin    ]
    T+52 | SEQ: 56392 | POS:183 | [V5_SHIELD_L ] | [coin    |spins   |spins   ]
    T+53 | SEQ: 56393 | POS:184 | [V5_SHIELD_L ] | [goldSack|goldSack|goldSack]
    T+54 | SEQ: 56394 | POS:185 | [V5_SHIELD_L ] | [coin    |coin    |steal   ]
    T+55 | SEQ: 56395 | POS:186 | [V5_SHIELD_L ] | [accumula|accumula|coin    ]
    T+56 | SEQ: 56396 | POS:187 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+57 | SEQ: 56397 | POS:188 | [V5_SHIELD_L ] | [coin    |steal   |steal   ]
    T+58 | SEQ: 56398 | POS:189 | [V5_SHIELD_L ] | [attack  |spins   |goldSack]
    T+59 | SEQ: 56399 | POS:190 | [V5_SHIELD_L ] | [attack  |steal   |goldSack]
    T+60 | SEQ: 56400 | POS:191 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+61 | SEQ: 56401 | POS:192 | [V5_SHIELD_L ] | [shield  |goldSack|goldSack]
    T+62 | SEQ: 56402 | POS:193 | [V5_SHIELD_L ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #102 | CurLen:  94 | Prev1: 123 | Prev2: 149 | Result: CLEAN CATCH
    T-31 | SEQ: 56857 | POS: 62 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-30 | SEQ: 56858 | POS: 63 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-29 | SEQ: 56859 | POS: 64 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-28 | SEQ: 56860 | POS: 65 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T-27 | SEQ: 56861 | POS: 66 | [V5_STEAL_S  ] | [attack  |steal   |goldSack]
    T-26 | SEQ: 56862 | POS: 67 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-25 | SEQ: 56863 | POS: 68 | [V5_STEAL_S  ] | [steal   |steal   |steal   ]
    T-24 | SEQ: 56864 | POS: 69 | [V5_STEAL_S  ] | [attack  |coin    |spins   ]
    T-23 | SEQ: 56865 | POS: 70 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-22 | SEQ: 56866 | POS: 71 | [V5_STEAL_S  ] | [accumula|accumula|attack  ]
    T-21 | SEQ: 56867 | POS: 72 | [V5_STEAL_S  ] | [attack  |shield  |goldSack]
    T-20 | SEQ: 56868 | POS: 73 | [V5_STEAL_S  ] | [coin    |coin    |steal   ]
    T-19 | SEQ: 56869 | POS: 74 | [V5_STEAL_S  ] | [steal   |steal   |steal   ]
    T-18 | SEQ: 56870 | POS: 75 | [V5_STEAL_S  ] | [steal   |spins   |goldSack]
    T-17 | SEQ: 56871 | POS: 76 | [V5_STEAL_S  ] | [attack  |coin    |spins   ]
    T-16 | SEQ: 56872 | POS: 77 | [   WAITING  ] | [attack  |coin    |spins   ]
    T-15 | SEQ: 56873 | POS: 78 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T-14 | SEQ: 56874 | POS: 79 | [V5_STEAL_S  ] | [attack  |coin    |spins   ]
    T-13 | SEQ: 56875 | POS: 80 | [V5_STEAL_S  ] | [steal   |steal   |goldSack]
    T-12 | SEQ: 56876 | POS: 81 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T-11 | SEQ: 56877 | POS: 82 | [V5_STEAL_S  ] | [attack  |steal   |goldSack]
    T-10 | SEQ: 56878 | POS: 83 | [V5_STEAL_S  ] | [steal   |spins   |goldSack]
    T-09 | SEQ: 56879 | POS: 84 | [V5_STEAL_S  ] | [attack  |steal   |goldSack]
    T-08 | SEQ: 56880 | POS: 85 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T-07 | SEQ: 56881 | POS: 86 | [V5_STEAL_S  ] | [attack  |steal   |goldSack]
    T-06 | SEQ: 56882 | POS: 87 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T-05 | SEQ: 56883 | POS: 88 | [V5_STEAL_S  ] | [steal   |spins   |goldSack]
    T-04 | SEQ: 56884 | POS: 89 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 56885 | POS: 90 | [V5_STEAL_S  ] | [attack  |attack  |coin    ]
    T-02 | SEQ: 56886 | POS: 91 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 56887 | POS: 92 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 56888 | POS: 93 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 56889 | POS: 94 | [V5_STEAL_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #105 | CurLen: 163 | Prev1:  53 | Prev2: 142 | Result: MISSED (NAT DUP)
    T-19 | SEQ: 57191 | POS:107 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-18 | SEQ: 57192 | POS:108 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-17 | SEQ: 57193 | POS:109 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-16 | SEQ: 57194 | POS:110 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-15 | SEQ: 57195 | POS:111 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-14 | SEQ: 57196 | POS:112 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-13 | SEQ: 57197 | POS:113 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T-12 | SEQ: 57198 | POS:114 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-11 | SEQ: 57199 | POS:115 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-10 | SEQ: 57200 | POS:116 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-09 | SEQ: 57201 | POS:117 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-08 | SEQ: 57202 | POS:118 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-07 | SEQ: 57203 | POS:119 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-06 | SEQ: 57204 | POS:120 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-05 | SEQ: 57205 | POS:121 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 57206 | POS:122 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 57207 | POS:123 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-02 | SEQ: 57208 | POS:124 | [R01_COMBO   ] | [accumula|attack  |attack  ]
    T-01 | SEQ: 57209 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 57210 | POS:126 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 57211 | POS:127 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+02 | SEQ: 57212 | POS:128 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+03 | SEQ: 57213 | POS:129 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 57214 | POS:130 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+05 | SEQ: 57215 | POS:131 | [R01_COMBO   ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+06 | SEQ: 57216 | POS:132 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 57217 | POS:133 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+08 | SEQ: 57218 | POS:134 | [V5_QUIET    ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 57219 | POS:135 | [V5_QUIET    ] | [coin    |coin    |steal   ]
    T+10 | SEQ: 57220 | POS:136 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+11 | SEQ: 57221 | POS:137 | [V5_QUIET    ] | [attack  |attack  |goldSack]
    T+12 | SEQ: 57222 | POS:138 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+13 | SEQ: 57223 | POS:139 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+14 | SEQ: 57224 | POS:140 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 57225 | POS:141 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+16 | SEQ: 57226 | POS:142 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+17 | SEQ: 57227 | POS:143 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+18 | SEQ: 57228 | POS:144 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+19 | SEQ: 57229 | POS:145 | [   WAITING  ] | [attack  |attack  |goldSack] <--- *SUB-DUP*
    T+20 | SEQ: 57230 | POS:146 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+21 | SEQ: 57231 | POS:147 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 57232 | POS:148 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+23 | SEQ: 57233 | POS:149 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+24 | SEQ: 57234 | POS:150 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+25 | SEQ: 57235 | POS:151 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+26 | SEQ: 57236 | POS:152 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 57237 | POS:153 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+28 | SEQ: 57238 | POS:154 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T+29 | SEQ: 57239 | POS:155 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+30 | SEQ: 57240 | POS:156 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+31 | SEQ: 57241 | POS:157 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+32 | SEQ: 57242 | POS:158 | [R01_COMBO   ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+33 | SEQ: 57243 | POS:159 | [R01_COMBO   ] | [shield  |goldSack|goldSack]
    T+34 | SEQ: 57244 | POS:160 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T+35 | SEQ: 57245 | POS:161 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+36 | SEQ: 57246 | POS:162 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+37 | SEQ: 57247 | POS:163 | [V5_SHIELD_L ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #106 | CurLen:  97 | Prev1: 163 | Prev2:  53 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 57330 | POS: 83 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 57331 | POS: 84 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 57332 | POS: 85 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 57333 | POS: 86 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 57334 | POS: 87 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 57335 | POS: 88 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 57336 | POS: 89 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 57337 | POS: 90 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+03 | SEQ: 57338 | POS: 91 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+04 | SEQ: 57339 | POS: 92 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+05 | SEQ: 57340 | POS: 93 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+06 | SEQ: 57341 | POS: 94 | [   WAITING  ] | [spins   |spins   |spins   ]
    T+07 | SEQ: 57342 | POS: 95 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+08 | SEQ: 57343 | POS: 96 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+09 | SEQ: 57344 | POS: 97 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #108 | CurLen: 181 | Prev1:  46 | Prev2:  97 | Result: LATE HIT
    T-29 | SEQ: 57497 | POS:107 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-28 | SEQ: 57498 | POS:108 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-27 | SEQ: 57499 | POS:109 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-26 | SEQ: 57500 | POS:110 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-25 | SEQ: 57501 | POS:111 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-24 | SEQ: 57502 | POS:112 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-23 | SEQ: 57503 | POS:113 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-22 | SEQ: 57504 | POS:114 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-21 | SEQ: 57505 | POS:115 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-20 | SEQ: 57506 | POS:116 | [R01_COMBO   ] | [spins   |spins   |spins   ]
    T-19 | SEQ: 57507 | POS:117 | [R01_COMBO   ] | [attack  |spins   |goldSack]
