=== MASTER TRACE: NICK ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #000 | CurLen:  51 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60977 | POS: 70 | [   WAITING  ] | [attack  |coin    |steal   ]
    T-28 | SEQ: 64174 | POS:107 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-27 | SEQ: 64175 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-26 | SEQ: 64176 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-25 | SEQ: 64177 | POS:110 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-24 | SEQ: 64178 | POS:111 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-23 | SEQ: 64179 | POS:112 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-22 | SEQ: 64180 | POS:113 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-21 | SEQ: 64181 | POS:114 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-20 | SEQ: 64182 | POS:115 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-19 | SEQ: 64183 | POS:116 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-18 | SEQ: 64184 | POS:117 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-17 | SEQ: 64185 | POS:118 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-16 | SEQ: 64186 | POS:119 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-15 | SEQ: 64187 | POS:120 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T-14 | SEQ: 64188 | POS:121 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-13 | SEQ: 64189 | POS:122 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-12 | SEQ: 64190 | POS:123 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-11 | SEQ: 64191 | POS:124 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-10 | SEQ: 64192 | POS:125 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-09 | SEQ: 64193 | POS:126 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-08 | SEQ: 64194 | POS:127 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T-07 | SEQ: 64195 | POS:128 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-06 | SEQ: 64196 | POS:129 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-05 | SEQ: 64197 | POS:130 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T-04 | SEQ: 64198 | POS:131 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 64199 | POS:132 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 64200 | POS:133 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-01 | SEQ: 64201 | POS:134 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 64202 | POS:135 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64203 | POS:136 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+02 | SEQ: 64204 | POS:137 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 64205 | POS:138 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 64206 | POS:139 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+05 | SEQ: 64207 | POS:140 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 64208 | POS:141 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+07 | SEQ: 64209 | POS:142 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+08 | SEQ: 64210 | POS:143 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 64211 | POS:144 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 64212 | POS:145 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+11 | SEQ: 64213 | POS:146 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+12 | SEQ: 64214 | POS:147 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+13 | SEQ: 64215 | POS:148 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 64216 | POS:149 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+15 | SEQ: 64217 | POS:150 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T+16 | SEQ: 64218 | POS:151 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+17 | SEQ: 64219 | POS:152 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+18 | SEQ: 64220 | POS:153 | [R01_COMBO   ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+19 | SEQ: 64221 | POS:154 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+20 | SEQ: 64222 | POS:155 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+21 | SEQ: 64223 | POS:156 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+22 | SEQ: 64224 | POS:157 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+23 | SEQ: 64225 | POS:158 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+24 | SEQ: 64226 | POS:159 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+25 | SEQ: 64227 | POS:160 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+26 | SEQ: 64228 | POS:161 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+27 | SEQ: 64229 | POS:162 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 64230 | POS:163 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+29 | SEQ: 64231 | POS:164 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+30 | SEQ: 64232 | POS:165 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+31 | SEQ: 64233 | POS:166 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+32 | SEQ: 64234 | POS:167 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+33 | SEQ: 64235 | POS:168 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+34 | SEQ: 64236 | POS:169 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+35 | SEQ: 64237 | POS:170 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+36 | SEQ: 64238 | POS:171 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+37 | SEQ: 64239 | POS:172 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+38 | SEQ: 64240 | POS:173 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+39 | SEQ: 64241 | POS:174 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+40 | SEQ: 64242 | POS:175 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+41 | SEQ: 64243 | POS:176 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+42 | SEQ: 64244 | POS:177 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+43 | SEQ: 64245 | POS:178 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+44 | SEQ: 64246 | POS:179 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+45 | SEQ: 64247 | POS:180 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+46 | SEQ: 64248 | POS:181 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #028 | CurLen: 162 | Prev1: 181 | Prev2:  18 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 64402 | POS:154 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 64403 | POS:155 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-03 | SEQ: 64404 | POS:156 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 64405 | POS:157 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-01 | SEQ: 64406 | POS:158 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 64407 | POS:159 | [   WAITING  ] | [coin    |steal   |spins   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 64408 | POS:160 | [DEEP_PITY   ] | [coin    |shield  |shield  ]
    T+02 | SEQ: 64409 | POS:161 | [DEEP_PITY   ] | [coin    |coin    |spins   ]
    T+03 | SEQ: 64410 | POS:162 | [DEEP_PITY   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #029 | CurLen: 127 | Prev1: 162 | Prev2: 181 | Result: LATE HIT
    T-12 | SEQ: 64472 | POS: 62 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-11 | SEQ: 64473 | POS: 63 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-10 | SEQ: 64474 | POS: 64 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-09 | SEQ: 64475 | POS: 65 | [V5_STEAL_S  ] | [attack  |attack  |attack  ]
    T-08 | SEQ: 64476 | POS: 66 | [V5_STEAL_S  ] | [shield  |shield  |shield  ]
    T-07 | SEQ: 64477 | POS: 67 | [V5_STEAL_S  ] | [coin    |coin    |spins   ]
    T-06 | SEQ: 64478 | POS: 68 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-05 | SEQ: 64479 | POS: 69 | [V5_STEAL_S  ] | [attack  |attack  |attack  ]
    T-04 | SEQ: 64480 | POS: 70 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 64481 | POS: 71 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-02 | SEQ: 64482 | POS: 72 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-01 | SEQ: 64483 | POS: 73 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 64484 | POS: 74 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64485 | POS: 75 | [V5_STEAL_S  ] | [coin    |steal   |steal   ]
    T+02 | SEQ: 64486 | POS: 76 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 64487 | POS: 77 | [   WAITING  ] | [goldSack|goldSack|goldSack] <--- *SUB-DUP*
    T+04 | SEQ: 64488 | POS: 78 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+05 | SEQ: 64489 | POS: 79 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 64490 | POS: 80 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+07 | SEQ: 64491 | POS: 81 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 64492 | POS: 82 | [V5_STEAL_S  ] | [coin    |spins   |spins   ]
    T+09 | SEQ: 64493 | POS: 83 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+10 | SEQ: 64494 | POS: 84 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+11 | SEQ: 64495 | POS: 85 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+12 | SEQ: 64496 | POS: 86 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+13 | SEQ: 64497 | POS: 87 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+14 | SEQ: 64498 | POS: 88 | [V5_STEAL_S  ] | [attack  |coin    |coin    ]
    T+15 | SEQ: 64499 | POS: 89 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+16 | SEQ: 64500 | POS: 90 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T+17 | SEQ: 64501 | POS: 91 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T+18 | SEQ: 64502 | POS: 92 | [V5_STEAL_S  ] | [coin    |steal   |steal   ]
    T+19 | SEQ: 64503 | POS: 93 | [V5_STEAL_S  ] | [steal   |spins   |goldSack]
    T+20 | SEQ: 64504 | POS: 94 | [V5_STEAL_S  ] | [attack  |attack  |goldSack]
    T+21 | SEQ: 64505 | POS: 95 | [V5_STEAL_S  ] | [coin    |shield  |shield  ]
    T+22 | SEQ: 64506 | POS: 96 | [V5_STEAL_S  ] | [steal   |spins   |goldSack]
    T+23 | SEQ: 64507 | POS: 97 | [V5_STEAL_S  ] | [accumula|accumula|attack  ]
    T+24 | SEQ: 64508 | POS: 98 | [V5_STEAL_S  ] | [steal   |spins   |goldSack]
    T+25 | SEQ: 64509 | POS: 99 | [V5_STEAL_S  ] | [coin    |steal   |steal   ]
    T+26 | SEQ: 64510 | POS:100 | [V5_STEAL_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+27 | SEQ: 64511 | POS:101 | [V5_STEAL_S  ] | [attack  |coin    |coin    ]
    T+28 | SEQ: 64512 | POS:102 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+29 | SEQ: 64513 | POS:103 | [V5_STEAL_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+30 | SEQ: 64514 | POS:104 | [V5_STEAL_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+31 | SEQ: 64515 | POS:105 | [V5_STEAL_S  ] | [attack  |attack  |goldSack]
    T+32 | SEQ: 64516 | POS:106 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+33 | SEQ: 64517 | POS:107 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+34 | SEQ: 64518 | POS:108 | [   WAITING  ] | [attack  |coin    |shield  ] <--- *SUB-DUP*
    T+35 | SEQ: 64519 | POS:109 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+36 | SEQ: 64520 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 64521 | POS:111 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+38 | SEQ: 64522 | POS:112 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+39 | SEQ: 64523 | POS:113 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+40 | SEQ: 64524 | POS:114 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+41 | SEQ: 64525 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+42 | SEQ: 64526 | POS:116 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+43 | SEQ: 64527 | POS:117 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+44 | SEQ: 64528 | POS:118 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+45 | SEQ: 64529 | POS:119 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+46 | SEQ: 64530 | POS:120 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+47 | SEQ: 64531 | POS:121 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+48 | SEQ: 64532 | POS:122 | [R01_COMBO   ] | [coin    |steal   |shield  ]
    T+49 | SEQ: 64533 | POS:123 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+50 | SEQ: 64534 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+51 | SEQ: 64535 | POS:125 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+52 | SEQ: 64536 | POS:126 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+53 | SEQ: 64537 | POS:127 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #030 | CurLen: 116 | Prev1: 127 | Prev2: 162 | Result: CLEAN CATCH
    T-07 | SEQ: 64644 | POS:107 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-06 | SEQ: 64645 | POS:108 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-05 | SEQ: 64646 | POS:109 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-04 | SEQ: 64647 | POS:110 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 64648 | POS:111 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-02 | SEQ: 64649 | POS:112 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 64650 | POS:113 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 64651 | POS:114 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64652 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+02 | SEQ: 64653 | POS:116 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #031 | CurLen: 166 | Prev1: 116 | Prev2: 127 | Result: LATE HIT
    T-04 | SEQ: 64760 | POS:107 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-03 | SEQ: 64761 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 64762 | POS:109 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 64763 | POS:110 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T+00 | SEQ: 64764 | POS:111 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64765 | POS:112 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- *SUB-DUP*
    T+02 | SEQ: 64766 | POS:113 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+03 | SEQ: 64767 | POS:114 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+04 | SEQ: 64768 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 64769 | POS:116 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+06 | SEQ: 64770 | POS:117 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+07 | SEQ: 64771 | POS:118 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+08 | SEQ: 64772 | POS:119 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+09 | SEQ: 64773 | POS:120 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 64774 | POS:121 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+11 | SEQ: 64775 | POS:122 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+12 | SEQ: 64776 | POS:123 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+13 | SEQ: 64777 | POS:124 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+14 | SEQ: 64778 | POS:125 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+15 | SEQ: 64779 | POS:126 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+16 | SEQ: 64780 | POS:127 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+17 | SEQ: 64781 | POS:128 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+18 | SEQ: 64782 | POS:129 | [   WAITING  ] | [coin    |coin    |spins   ] <--- *SUB-DUP*
    T+19 | SEQ: 64783 | POS:130 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+20 | SEQ: 64784 | POS:131 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+21 | SEQ: 64785 | POS:132 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+22 | SEQ: 64786 | POS:133 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+23 | SEQ: 64787 | POS:134 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+24 | SEQ: 64788 | POS:135 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+25 | SEQ: 64789 | POS:136 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+26 | SEQ: 64790 | POS:137 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+27 | SEQ: 64791 | POS:138 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 64792 | POS:139 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+29 | SEQ: 64793 | POS:140 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+30 | SEQ: 64794 | POS:141 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+31 | SEQ: 64795 | POS:142 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+32 | SEQ: 64796 | POS:143 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+33 | SEQ: 64797 | POS:144 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+34 | SEQ: 64798 | POS:145 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+35 | SEQ: 64799 | POS:146 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+36 | SEQ: 64800 | POS:147 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 64801 | POS:148 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+38 | SEQ: 64802 | POS:149 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+39 | SEQ: 64803 | POS:150 | [R01_COMBO   ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+40 | SEQ: 64804 | POS:151 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+41 | SEQ: 64805 | POS:152 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+42 | SEQ: 64806 | POS:153 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+43 | SEQ: 64807 | POS:154 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+44 | SEQ: 64808 | POS:155 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+45 | SEQ: 64809 | POS:156 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+46 | SEQ: 64810 | POS:157 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+47 | SEQ: 64811 | POS:158 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+48 | SEQ: 64812 | POS:159 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+49 | SEQ: 64813 | POS:160 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+50 | SEQ: 64814 | POS:161 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+51 | SEQ: 64815 | POS:162 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+52 | SEQ: 64816 | POS:163 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+53 | SEQ: 64817 | POS:164 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+54 | SEQ: 64818 | POS:165 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+55 | SEQ: 64819 | POS:166 | [V5_SHIELD_L ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #032 | CurLen:  29 | Prev1: 166 | Prev2: 116 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 64838 | POS: 19 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-04 | SEQ: 64839 | POS: 20 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 64840 | POS: 21 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 64841 | POS: 22 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 64842 | POS: 23 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 64843 | POS: 24 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 64844 | POS: 25 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 64845 | POS: 26 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+03 | SEQ: 64846 | POS: 27 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 64847 | POS: 28 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+05 | SEQ: 64848 | POS: 29 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #033 | CurLen: 145 | Prev1:  29 | Prev2: 166 | Result: MISSED (NAT DUP)
    T-20 | SEQ: 64955 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-19 | SEQ: 64956 | POS:108 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-18 | SEQ: 64957 | POS:109 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-17 | SEQ: 64958 | POS:110 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-16 | SEQ: 64959 | POS:111 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-15 | SEQ: 64960 | POS:112 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-14 | SEQ: 64961 | POS:113 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-13 | SEQ: 64962 | POS:114 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T-12 | SEQ: 64963 | POS:115 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-11 | SEQ: 64964 | POS:116 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-10 | SEQ: 64965 | POS:117 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-09 | SEQ: 64966 | POS:118 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T-08 | SEQ: 64967 | POS:119 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-07 | SEQ: 64968 | POS:120 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-06 | SEQ: 64969 | POS:121 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-05 | SEQ: 64970 | POS:122 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-04 | SEQ: 64971 | POS:123 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-03 | SEQ: 64972 | POS:124 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-02 | SEQ: 64973 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 64974 | POS:126 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 64975 | POS:127 | [R01_COMBO   ] | [attack  |coin    |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64976 | POS:128 | [R01_COMBO   ] | [coin    |coin    |coin    ]
